Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
79494.0,1131.196,467.0341,217.5995,80207.0,318.1429,0.8848,0.9911,0.7499,0.7807,2.1463,0.6812,URGUP_SIVRISI
63870.0,1040.044,441.6352,185.3558,64583.0,285.1698,0.9077,0.989,0.556,0.742,2.3826,0.6457,URGUP_SIVRISI
68506.0,1003.804,386.3475,226.9065,69259.0,295.338,0.8094,0.9891,0.7349,0.8544,1.7027,0.7644,CERCEVELIK
80791.0,1129.16,444.1511,234.1187,81752.0,320.7278,0.8498,0.9882,0.7352,0.7963,1.8971,0.7221,CERCEVELIK
74986.0,1077.192,428.891,223.4677,75741.0,308.9905,0.8535,0.99,0.7118,0.8121,1.9193,0.7204,CERCEVELIK
83773.0,1098.919,412.6351,259.0703,84666.0,326.5932,0.7783,0.9895,0.6958,0.8717,1.5928,0.7915,CERCEVELIK
84878.0,1222.544,520.9572,208.7279,85960.0,328.7401,0.9162,0.9874,0.7335,0.7136,2.4959,0.631,URGUP_SIVRISI
69052.0,1001.685,384.2489,230.0477,69692.0,296.5126,0.801,0.9908,0.7316,0.8648,1.6703,0.7717,CERCEVELIK
67658.0,1000.448,385.5023,225.644,68313.0,293.5044,0.8108,0.9904,0.6995,0.8495,1.7085,0.7614,CERCEVELIK
80397.0,1136.232,438.6483,234.1595,81828.0,319.9447,0.8456,0.9825,0.6895,0.7826,1.8733,0.7294,CERCEVELIK
95554.0,1186.896,450.7725,270.6546,96491.0,348.8024,0.7997,0.9903,0.7381,0.8524,1.6655,0.7738,CERCEVELIK
73257.0,1020.328,395.4755,236.6376,73807.0,305.4074,0.8012,0.9925,0.7799,0.8843,1.6712,0.7723,CERCEVELIK
105505.0,1287.162,518.0797,260.6866,106541.0,366.5149,0.8642,0.9903,0.74,0.8002,1.9874,0.7074,URGUP_SIVRISI
111315.0,1353.015,564.4796,252.4142,112133.0,376.4713,0.8945,0.9927,0.7628,0.7641,2.2363,0.6669,URGUP_SIVRISI
82130.0,1061.811,395.1228,265.8282,82656.0,323.3746,0.7398,0.9936,0.7514,0.9154,1.4864,0.8184,CERCEVELIK
54359.0,970.713,414.4496,167.2736,54979.0,263.0818,0.9149,0.9887,0.5557,0.7249,2.4777,0.6348,URGUP_SIVRISI
103786.0,1281.892,520.5364,254.6895,104686.0,363.5168,0.8721,0.9914,0.7618,0.7937,2.0438,0.6984,CERCEVELIK
95117.0,1205.369,477.8186,254.3343,95970.0,348.0039,0.8466,0.9911,0.7582,0.8227,1.8787,0.7283,CERCEVELIK
91385.0,1167.894,457.4622,255.104,92482.0,341.1085,0.8301,0.9881,0.7187,0.8419,1.7932,0.7457,CERCEVELIK
72614.0,1077.587,412.8169,226.1164,73913.0,304.0642,0.8366,0.9824,0.6982,0.7858,1.8257,0.7366,CERCEVELIK
72307.0,1043.625,408.1583,226.2904,72918.0,303.4207,0.8322,0.9916,0.6656,0.8343,1.8037,0.7434,CERCEVELIK
72986.0,1086.392,443.7518,209.831,73632.0,304.842,0.8811,0.9912,0.6119,0.7771,2.1148,0.687,URGUP_SIVRISI
68464.0,1087.833,461.5006,189.4089,69255.0,295.2475,0.9119,0.9886,0.7156,0.727,2.4365,0.6398,URGUP_SIVRISI
67810.0,1082.355,457.9863,188.8698,68431.0,293.8339,0.911,0.9909,0.7615,0.7274,2.4249,0.6416,URGUP_SIVRISI
119880.0,1412.958,586.039,261.3387,120796.0,390.6865,0.8951,0.9924,0.7293,0.7546,2.2424,0.6667,URGUP_SIVRISI
71697.0,1112.869,471.3406,194.772,72321.0,302.1381,0.9106,0.9914,0.6013,0.7275,2.42,0.641,URGUP_SIVRISI
63619.0,1021.406,425.4593,191.212,64360.0,284.6089,0.8933,0.9885,0.7415,0.7663,2.2251,0.6689,URGUP_SIVRISI
79364.0,1195.566,516.8827,195.7343,80069.0,317.8827,0.9255,0.9912,0.5277,0.6977,2.6407,0.615,URGUP_SIVRISI
70215.0,1006.875,388.0909,231.05,70876.0,298.9992,0.8035,0.9907,0.7047,0.8703,1.6797,0.7704,CERCEVELIK
75197.0,1071.949,425.9047,225.5186,75890.0,309.4249,0.8483,0.9909,0.7417,0.8224,1.8886,0.7265,CERCEVELIK
74371.0,1093.658,443.5495,215.2343,75380.0,307.7208,0.8744,0.9866,0.7153,0.7814,2.0608,0.6938,CERCEVELIK
89236.0,1249.029,523.925,217.9624,90416.0,337.0739,0.9094,0.9869,0.5421,0.7188,2.4037,0.6434,URGUP_SIVRISI
81254.0,1099.521,417.3621,249.0742,82425.0,321.6455,0.8024,0.9858,0.7325,0.8446,1.6757,0.7707,CERCEVELIK
69453.0,1010.882,399.3289,221.7379,70048.0,297.3723,0.8317,0.9915,0.7607,0.8541,1.8009,0.7447,CERCEVELIK
75998.0,1075.001,422.841,230.2788,76871.0,311.0686,0.8387,0.9886,0.7236,0.8264,1.8362,0.7357,CERCEVELIK
68063.0,1139.029,505.1026,173.269,68640.0,294.3816,0.9393,0.9916,0.7551,0.6593,2.9151,0.5828,URGUP_SIVRISI
106776.0,1275.693,514.5251,265.0658,107562.0,368.7159,0.8571,0.9927,0.7401,0.8245,1.9411,0.7166,URGUP_SIVRISI
76529.0,1054.015,415.3611,235.2246,77036.0,312.1534,0.8242,0.9934,0.7382,0.8656,1.7658,0.7515,CERCEVELIK
75732.0,1079.11,416.1231,234.0079,76671.0,310.5237,0.8269,0.9878,0.6611,0.8173,1.7782,0.7462,CERCEVELIK
83467.0,1127.225,452.1363,235.4289,84142.0,325.9961,0.8537,0.992,0.7602,0.8255,1.9205,0.721,CERCEVELIK
80729.0,1095.096,430.9316,239.086,81407.0,320.6047,0.832,0.9917,0.7537,0.8459,1.8024,0.744,CERCEVELIK
99386.0,1228.03,485.8489,261.2015,100357.0,355.7277,0.8432,0.9903,0.6394,0.8282,1.8601,0.7322,CERCEVELIK
92547.0,1214.375,493.4909,239.8281,93424.0,343.2703,0.874,0.9906,0.6114,0.7886,2.0577,0.6956,CERCEVELIK
96357.0,1250.211,512.6364,240.1253,97308.0,350.265,0.8835,0.9902,0.7325,0.7747,2.1349,0.6833,URGUP_SIVRISI
69230.0,1034.131,409.9227,217.9278,70017.0,296.8945,0.847,0.9888,0.7276,0.8135,1.881,0.7243,CERCEVELIK
78870.0,1081.043,430.0428,234.1966,79424.0,316.8918,0.8387,0.993,0.7121,0.8481,1.8362,0.7369,CERCEVELIK
107910.0,1351.197,571.4244,241.7612,109255.0,370.6687,0.9061,0.9877,0.7647,0.7427,2.3636,0.6487,URGUP_SIVRISI
105209.0,1324.626,545.2486,246.9796,106238.0,366.0004,0.8915,0.9903,0.7217,0.7535,2.2077,0.6713,URGUP_SIVRISI
65453.0,1041.835,433.845,193.0942,66027.0,288.6821,0.8955,0.9913,0.5797,0.7578,2.2468,0.6654,URGUP_SIVRISI
65321.0,993.847,387.4832,215.5948,65969.0,288.3908,0.8309,0.9902,0.6759,0.831,1.7973,0.7443,CERCEVELIK
69490.0,1108.621,476.6936,186.0554,70219.0,297.4515,0.9207,0.9896,0.5233,0.7105,2.5621,0.624,URGUP_SIVRISI
96704.0,1271.163,529.0016,233.3483,97720.0,350.8951,0.8975,0.9896,0.6677,0.7521,2.267,0.6633,URGUP_SIVRISI
96049.0,1223.507,495.2018,247.6135,96753.0,349.7047,0.866,0.9927,0.7145,0.8063,1.9999,0.7062,CERCEVELIK
88634.0,1162.317,457.069,248.3024,89748.0,335.935,0.8396,0.9876,0.7403,0.8244,1.8408,0.735,CERCEVELIK
71383.0,1101.67,463.9353,196.6093,71987.0,301.4758,0.9058,0.9916,0.5509,0.7391,2.3597,0.6498,URGUP_SIVRISI
75084.0,1035.296,388.4408,246.8196,75950.0,309.1924,0.7722,0.9886,0.7543,0.8803,1.5738,0.796,CERCEVELIK
68258.0,1010.953,404.7455,215.5439,68903.0,294.803,0.8464,0.9906,0.6462,0.8393,1.8778,0.7284,CERCEVELIK
65457.0,1025.784,421.3851,199.1137,66401.0,288.6909,0.8813,0.9858,0.7277,0.7817,2.1163,0.6851,URGUP_SIVRISI
83987.0,1162.968,448.6445,239.7751,85055.0,327.01,0.8452,0.9874,0.6689,0.7803,1.8711,0.7289,CERCEVELIK
90843.0,1217.467,506.7023,228.91,91508.0,340.0954,0.8921,0.9927,0.7535,0.7702,2.2135,0.6712,URGUP_SIVRISI
80305.0,1116.952,448.2145,229.0003,81060.0,319.7616,0.8596,0.9907,0.6593,0.8089,1.9573,0.7134,CERCEVELIK
111331.0,1305.489,510.4317,279.0848,112342.0,376.4984,0.8373,0.991,0.7329,0.8209,1.8289,0.7376,URGUP_SIVRISI
87086.0,1154.444,453.3588,245.4135,87893.0,332.9885,0.8408,0.9908,0.7198,0.8211,1.8473,0.7345,CERCEVELIK
68076.0,984.754,356.6101,244.7813,69002.0,294.4097,0.7272,0.9866,0.7391,0.8822,1.4569,0.8256,CERCEVELIK
93313.0,1189.412,463.7824,257.2217,94188.0,344.688,0.8321,0.9907,0.7249,0.8289,1.803,0.7432,CERCEVELIK
85332.0,1132.1,442.4876,246.234,86079.0,329.6181,0.8309,0.9913,0.6702,0.8367,1.797,0.7449,CERCEVELIK
71362.0,1049.755,414.9604,219.8383,72526.0,301.4315,0.8481,0.984,0.6529,0.8138,1.8876,0.7264,CERCEVELIK
77381.0,1045.495,401.8104,245.6913,77907.0,313.8862,0.7913,0.9932,0.73,0.8896,1.6354,0.7812,URGUP_SIVRISI
96644.0,1251.919,482.4249,261.2029,98280.0,350.7862,0.8407,0.9834,0.7583,0.7749,1.8469,0.7271,URGUP_SIVRISI
99691.0,1248.727,493.4253,258.1254,100898.0,356.2731,0.8523,0.988,0.6362,0.8034,1.9116,0.722,CERCEVELIK
64338.0,999.813,365.2963,227.7601,65554.0,286.2127,0.7818,0.9815,0.761,0.8088,1.6039,0.7835,URGUP_SIVRISI
70233.0,1031.696,410.9877,218.4008,70882.0,299.0375,0.8471,0.9908,0.745,0.8292,1.8818,0.7276,CERCEVELIK
68921.0,1055.062,410.3709,216.9086,69859.0,296.2312,0.8489,0.9866,0.5871,0.778,1.8919,0.7219,URGUP_SIVRISI
83762.0,1173.556,484.7603,220.6686,84684.0,326.5717,0.8904,0.9891,0.6772,0.7643,2.1968,0.6737,CERCEVELIK
75637.0,1173.078,509.0993,190.1046,76350.0,310.3289,0.9277,0.9907,0.6017,0.6907,2.678,0.6096,URGUP_SIVRISI
73120.0,1129.323,483.1775,193.1832,73754.0,305.1217,0.9166,0.9914,0.6275,0.7205,2.5011,0.6315,URGUP_SIVRISI
79049.0,1134.445,467.1289,216.7567,79946.0,317.2512,0.8858,0.9888,0.7313,0.7719,2.1551,0.6792,CERCEVELIK
112075.0,1349.97,550.9824,260.353,112998.0,377.7543,0.8813,0.9918,0.7456,0.7728,2.1163,0.6856,URGUP_SIVRISI
73944.0,1106.772,460.6736,204.9183,74709.0,306.8362,0.8956,0.9898,0.718,0.7586,2.2481,0.6661,URGUP_SIVRISI
93323.0,1244.527,519.304,229.4401,94506.0,344.7064,0.8971,0.9875,0.7532,0.7572,2.2634,0.6638,URGUP_SIVRISI
71702.0,1064.746,431.9933,212.1426,72539.0,302.1487,0.8711,0.9885,0.7149,0.7948,2.0363,0.6994,URGUP_SIVRISI
74143.0,1192.175,448.3368,212.2402,75809.0,307.2488,0.8809,0.978,0.6325,0.6555,2.1124,0.6853,URGUP_SIVRISI
81158.0,1187.532,506.2746,205.4392,82178.0,321.4554,0.914,0.9876,0.7536,0.7232,2.4644,0.6349,URGUP_SIVRISI
73917.0,1039.704,408.2996,231.1501,74630.0,306.7801,0.8243,0.9904,0.7538,0.8593,1.7664,0.7514,CERCEVELIK
66086.0,992.483,388.6784,217.6789,66864.0,290.0747,0.8285,0.9884,0.7251,0.8431,1.7856,0.7463,CERCEVELIK
88735.0,1148.025,435.2677,260.1298,89694.0,336.1263,0.8018,0.9893,0.7258,0.8461,1.6733,0.7722,CERCEVELIK
77516.0,1125.379,463.6641,213.421,78287.0,314.1599,0.8878,0.9902,0.6111,0.7691,2.1725,0.6776,URGUP_SIVRISI
69535.0,1100.591,465.1015,190.6875,70307.0,297.5478,0.9121,0.989,0.592,0.7214,2.4391,0.6397,URGUP_SIVRISI
72677.0,1138.136,488.5854,189.9325,73376.0,304.196,0.9213,0.9905,0.5225,0.705,2.5724,0.6226,URGUP_SIVRISI
79638.0,1100.285,436.601,233.9445,80282.0,318.4309,0.8443,0.992,0.7241,0.8266,1.8663,0.7293,CERCEVELIK
65594.0,1017.748,408.5607,205.4268,66341.0,288.9929,0.8644,0.9887,0.6633,0.7958,1.9888,0.7073,CERCEVELIK
81040.0,1102.068,417.7749,248.2883,81904.0,321.2216,0.8042,0.9895,0.7379,0.8385,1.6826,0.7689,CERCEVELIK
77414.0,1143.839,485.9798,203.3067,78031.0,313.9531,0.9083,0.9921,0.7069,0.7435,2.3904,0.646,URGUP_SIVRISI
67440.0,1010.592,395.426,217.939,68229.0,293.0312,0.8344,0.9884,0.7241,0.8298,1.8144,0.7411,URGUP_SIVRISI
73579.0,1071.09,432.7015,217.4501,74409.0,306.0779,0.8646,0.9888,0.7265,0.806,1.9899,0.7074,CERCEVELIK
76110.0,1175.506,504.107,194.2488,76890.0,311.2977,0.9228,0.9899,0.6969,0.6922,2.5952,0.6175,URGUP_SIVRISI
96935.0,1201.897,449.5173,276.2137,98071.0,351.3139,0.7889,0.9884,0.7057,0.8432,1.6274,0.7815,CERCEVELIK
83120.0,1098.421,415.7485,255.0779,83880.0,325.3178,0.7897,0.9909,0.7302,0.8657,1.6299,0.7825,CERCEVELIK
92261.0,1204.777,486.9531,242.0503,93162.0,342.7395,0.8677,0.9903,0.7164,0.7988,2.0118,0.7038,CERCEVELIK
63711.0,975.1,382.7031,212.7203,64491.0,284.8146,0.8313,0.9879,0.6592,0.842,1.7991,0.7442,CERCEVELIK
79149.0,1115.466,436.0194,232.3894,80168.0,317.4518,0.8461,0.9873,0.6435,0.7994,1.8762,0.7281,CERCEVELIK
73611.0,1019.849,384.023,244.5884,74230.0,306.1445,0.7709,0.9917,0.7169,0.8894,1.5701,0.7972,CERCEVELIK
84336.0,1140.954,443.1971,244.6741,85703.0,327.6888,0.8338,0.984,0.7031,0.8141,1.8114,0.7394,CERCEVELIK
68486.0,1110.824,479.28,182.3743,69157.0,295.2949,0.9248,0.9903,0.5645,0.6975,2.628,0.6161,URGUP_SIVRISI
68588.0,1030.694,414.1802,211.932,69347.0,295.5147,0.8592,0.9891,0.6175,0.8113,1.9543,0.7135,CERCEVELIK
73338.0,1020.055,392.2516,238.5494,73859.0,305.5762,0.7938,0.9929,0.7187,0.8857,1.6443,0.779,CERCEVELIK
85855.0,1160.91,472.952,232.0089,86515.0,330.6266,0.8714,0.9924,0.7438,0.8005,2.0385,0.6991,URGUP_SIVRISI
82501.0,1144.368,450.4995,234.0967,83589.0,324.1042,0.8544,0.987,0.7427,0.7917,1.9244,0.7194,CERCEVELIK
61326.0,932.085,359.456,217.7703,61772.0,279.4328,0.7956,0.9928,0.7475,0.887,1.6506,0.7774,CERCEVELIK
75019.0,1156.906,498.474,192.8054,75706.0,309.0585,0.9222,0.9909,0.6628,0.7043,2.5854,0.62,URGUP_SIVRISI
95520.0,1226.199,502.922,243.0064,96718.0,348.7404,0.8755,0.9876,0.6774,0.7983,2.0696,0.6934,URGUP_SIVRISI
78327.0,1118.245,456.7791,219.2293,79180.0,315.799,0.8773,0.9892,0.7283,0.7871,2.0836,0.6914,CERCEVELIK
116981.0,1417.789,597.3815,250.2664,118076.0,385.9337,0.908,0.9907,0.6351,0.7313,2.387,0.646,URGUP_SIVRISI
94386.0,1243.461,507.7077,238.3412,95401.0,346.6641,0.883,0.9894,0.6425,0.7671,2.1302,0.6828,CERCEVELIK
86861.0,1111.035,416.7871,266.8787,87868.0,332.5581,0.7681,0.9885,0.7148,0.8843,1.5617,0.7979,CERCEVELIK
87490.0,1137.818,429.7881,260.8003,88474.0,333.76,0.7948,0.9889,0.7558,0.8492,1.648,0.7766,CERCEVELIK
80807.0,1133.6,464.2944,222.7153,81596.0,320.7595,0.8774,0.9903,0.754,0.7902,2.0847,0.6909,URGUP_SIVRISI
93270.0,1195.748,472.1801,253.705,94585.0,344.6085,0.8434,0.9861,0.6416,0.8197,1.8611,0.7298,CERCEVELIK
77928.0,1094.807,432.7258,230.1177,78722.0,314.9937,0.8469,0.9899,0.7203,0.817,1.8805,0.7279,CERCEVELIK
96291.0,1273.156,535.9052,230.5928,96971.0,350.145,0.9027,0.993,0.659,0.7465,2.324,0.6534,URGUP_SIVRISI
85518.0,1203.08,505.5947,216.8482,86248.0,329.9771,0.9034,0.9915,0.5758,0.7425,2.3316,0.6527,URGUP_SIVRISI
90147.0,1253.242,539.6806,213.3532,91009.0,338.7901,0.9185,0.9905,0.7317,0.7213,2.5295,0.6278,URGUP_SIVRISI
84934.0,1159.933,462.8951,234.5597,85781.0,328.8485,0.8621,0.9901,0.736,0.7933,1.9735,0.7104,URGUP_SIVRISI
53205.0,905.398,356.819,190.7466,54005.0,260.2743,0.8451,0.9852,0.6501,0.8156,1.8706,0.7294,URGUP_SIVRISI
73348.0,1099.137,455.4035,206.7717,74168.0,305.5971,0.891,0.9889,0.7264,0.7629,2.2024,0.671,URGUP_SIVRISI
96569.0,1286.524,549.6392,224.3953,97350.0,350.6501,0.9129,0.992,0.7379,0.7332,2.4494,0.638,URGUP_SIVRISI
94973.0,1198.67,481.6861,252.5205,95572.0,347.7404,0.8516,0.9937,0.6499,0.8306,1.9075,0.7219,URGUP_SIVRISI
76341.0,1105.25,456.2619,213.6611,76916.0,311.7698,0.8836,0.9925,0.7413,0.7853,2.1354,0.6833,URGUP_SIVRISI
74469.0,1081.579,436.8619,217.8388,75103.0,307.9235,0.8668,0.9916,0.6396,0.8,2.0054,0.7049,URGUP_SIVRISI
78173.0,1052.557,404.3107,247.1026,78792.0,315.4884,0.7915,0.9921,0.7172,0.8867,1.6362,0.7803,CERCEVELIK
107695.0,1366.056,591.1305,232.3622,108546.0,370.2992,0.9195,0.9922,0.7285,0.7252,2.544,0.6264,URGUP_SIVRISI
88160.0,1191.027,494.9562,227.7744,89180.0,335.0355,0.8878,0.9886,0.7726,0.781,2.173,0.6769,CERCEVELIK
91096.0,1232.652,505.9213,230.9714,92311.0,340.5687,0.8897,0.9868,0.568,0.7534,2.1904,0.6732,URGUP_SIVRISI
74110.0,1035.735,400.4821,236.1706,74794.0,307.1804,0.8076,0.9909,0.7414,0.8681,1.6957,0.767,CERCEVELIK
107367.0,1326.818,540.1562,253.6974,108296.0,369.7349,0.8828,0.9914,0.7006,0.7664,2.1291,0.6845,URGUP_SIVRISI
100880.0,1254.278,501.7031,256.9896,101725.0,358.3914,0.8588,0.9917,0.7508,0.8058,1.9522,0.7143,CERCEVELIK
64858.0,1009.858,401.2946,206.6197,65700.0,287.367,0.8573,0.9872,0.6373,0.7992,1.9422,0.7161,CERCEVELIK
76345.0,1134.263,474.9657,205.4259,77175.0,311.7779,0.9016,0.9892,0.5781,0.7457,2.3121,0.6564,URGUP_SIVRISI
75821.0,1047.356,405.7418,238.5428,76475.0,310.7061,0.8089,0.9914,0.729,0.8686,1.7009,0.7658,CERCEVELIK
97951.0,1208.41,470.956,266.2872,98639.0,353.1502,0.8248,0.993,0.7247,0.8429,1.7686,0.7499,CERCEVELIK
75885.0,1061.518,410.0357,236.9251,76562.0,310.8372,0.8162,0.9912,0.7507,0.8463,1.7307,0.7581,CERCEVELIK
66174.0,985.089,366.4961,231.7714,66931.0,290.2677,0.7746,0.9887,0.6892,0.8569,1.5813,0.792,CERCEVELIK
110036.0,1374.735,573.8784,245.4547,110939.0,374.3023,0.9039,0.9919,0.5792,0.7317,2.338,0.6522,URGUP_SIVRISI
103635.0,1388.12,589.2495,224.8217,105469.0,363.2522,0.9244,0.9826,0.73,0.6759,2.621,0.6165,URGUP_SIVRISI
65024.0,964.932,360.9694,230.4917,65576.0,287.7345,0.7696,0.9916,0.7476,0.8776,1.5661,0.7971,CERCEVELIK
76929.0,1090.481,448.0012,218.9811,77487.0,312.9681,0.8724,0.9928,0.7264,0.8129,2.0458,0.6986,URGUP_SIVRISI
83862.0,1122.349,439.5214,243.7425,84730.0,326.7666,0.8321,0.9898,0.6668,0.8366,1.8032,0.7435,CERCEVELIK
96657.0,1285.045,526.8432,235.2684,97792.0,350.8098,0.8948,0.9884,0.654,0.7355,2.2393,0.6659,URGUP_SIVRISI
62519.0,980.917,355.2221,229.6593,63595.0,282.1377,0.7629,0.9831,0.6475,0.8165,1.5467,0.7943,URGUP_SIVRISI
98845.0,1274.021,534.7285,235.9331,99742.0,354.7582,0.8974,0.991,0.7383,0.7653,2.2664,0.6634,URGUP_SIVRISI
67404.0,1037.238,430.8914,199.7996,67930.0,292.953,0.886,0.9923,0.7446,0.7873,2.1566,0.6799,URGUP_SIVRISI
66859.0,1125.2,485.9494,175.8005,67728.0,291.7662,0.9323,0.9872,0.495,0.6636,2.7642,0.6004,URGUP_SIVRISI
71247.0,1040.019,410.6162,222.1466,72077.0,301.1885,0.841,0.9885,0.7013,0.8277,1.8484,0.7335,CERCEVELIK
68778.0,1025.168,408.2745,215.9211,69437.0,295.9238,0.8487,0.9905,0.6374,0.8224,1.8909,0.7248,URGUP_SIVRISI
73492.0,1078.682,425.3559,221.2959,74329.0,305.8969,0.854,0.9887,0.6878,0.7937,1.9221,0.7192,CERCEVELIK
80839.0,1228.911,543.134,191.2893,81620.0,320.823,0.9359,0.9904,0.7797,0.6727,2.8393,0.5907,URGUP_SIVRISI
103614.0,1311.191,548.9053,240.4489,104476.0,363.2154,0.8989,0.9917,0.7831,0.7573,2.2828,0.6617,URGUP_SIVRISI
82133.0,1153.061,444.589,235.6439,83220.0,323.3806,0.848,0.9869,0.7324,0.7763,1.8867,0.7274,CERCEVELIK
93812.0,1211.226,500.6121,238.9439,94411.0,345.6084,0.8787,0.9937,0.6154,0.8036,2.0951,0.6904,URGUP_SIVRISI
83828.0,1103.111,426.6511,252.0127,84621.0,326.7004,0.8069,0.9906,0.7688,0.8657,1.693,0.7657,URGUP_SIVRISI
72689.0,1037.83,407.6927,227.5267,73322.0,304.2212,0.8298,0.9914,0.6603,0.8481,1.7918,0.7462,CERCEVELIK
66968.0,1022.469,398.6842,214.6545,67989.0,292.0039,0.8427,0.985,0.6592,0.805,1.8573,0.7324,CERCEVELIK
66204.0,1006.743,320.8446,279.3001,67295.0,290.3335,0.4921,0.9838,0.6315,0.8208,1.1487,0.9049,CERCEVELIK
86565.0,1215.697,508.1608,218.3103,87292.0,331.9909,0.903,0.9917,0.7189,0.736,2.3277,0.6533,URGUP_SIVRISI
102083.0,1227.894,470.3148,277.6607,103009.0,360.522,0.8071,0.991,0.7005,0.8508,1.6938,0.7666,CERCEVELIK
95077.0,1267.395,533.6517,227.673,96067.0,347.9307,0.9044,0.9897,0.7488,0.7438,2.3439,0.652,URGUP_SIVRISI
81290.0,1248.449,548.9811,189.0479,82120.0,321.7167,0.9388,0.9899,0.774,0.6554,2.9039,0.586,URGUP_SIVRISI
87789.0,1251.501,542.5963,207.2215,88469.0,334.3298,0.9242,0.9923,0.5834,0.7043,2.6184,0.6162,URGUP_SIVRISI
69297.0,1023.18,403.6807,219.3176,70009.0,297.0382,0.8395,0.9898,0.7112,0.8318,1.8406,0.7358,CERCEVELIK
104308.0,1379.447,589.7301,227.0772,105614.0,364.4298,0.9229,0.9876,0.6574,0.6888,2.597,0.618,URGUP_SIVRISI
87714.0,1235.142,486.2567,231.2264,88918.0,334.187,0.8797,0.9865,0.7249,0.7225,2.1029,0.6873,CERCEVELIK
112871.0,1389.988,582.0058,248.0799,113895.0,379.0934,0.9046,0.991,0.5525,0.7341,2.346,0.6514,URGUP_SIVRISI
73723.0,1065.734,421.5552,225.4287,74815.0,306.3773,0.845,0.9854,0.6562,0.8157,1.87,0.7268,CERCEVELIK
83326.0,1118.709,441.1105,242.3835,83981.0,325.7207,0.8355,0.9922,0.7419,0.8367,1.8199,0.7384,CERCEVELIK
77957.0,1080.957,426.9829,233.7188,78761.0,315.0523,0.8369,0.9898,0.7229,0.8384,1.8269,0.7379,CERCEVELIK
87646.0,1175.7,469.6673,238.5995,88681.0,334.0574,0.8613,0.9883,0.6925,0.7968,1.9684,0.7113,CERCEVELIK
81937.0,1167.517,492.3956,212.7214,82725.0,322.9945,0.9019,0.9905,0.5814,0.7554,2.3147,0.656,URGUP_SIVRISI
71664.0,1061.808,435.6846,210.2183,72533.0,302.0686,0.8759,0.988,0.636,0.7988,2.0725,0.6933,URGUP_SIVRISI
60608.0,1020.239,436.8538,177.1792,61146.0,277.7922,0.9141,0.9912,0.7678,0.7317,2.4656,0.6359,URGUP_SIVRISI
58377.0,924.336,347.6688,214.4294,59132.0,272.6314,0.7871,0.9872,0.6966,0.8586,1.6214,0.7842,CERCEVELIK
70175.0,1029.917,390.8671,229.4874,70940.0,298.914,0.8095,0.9892,0.7329,0.8314,1.7032,0.7647,CERCEVELIK
70361.0,1060.623,431.2931,208.6176,71075.0,299.3099,0.8752,0.99,0.6644,0.786,2.0674,0.694,CERCEVELIK
82306.0,1059.11,390.5541,268.9078,82826.0,323.721,0.7252,0.9937,0.7279,0.9221,1.4524,0.8289,CERCEVELIK
99855.0,1293.294,538.9553,236.6946,100620.0,356.566,0.8984,0.9924,0.6608,0.7502,2.277,0.6616,URGUP_SIVRISI
84554.0,1114.065,423.9317,255.1256,85567.0,328.112,0.7986,0.9882,0.6913,0.8561,1.6617,0.774,CERCEVELIK
79958.0,1168.422,494.7682,206.3053,80824.0,319.07,0.9089,0.9893,0.5673,0.736,2.3982,0.6449,URGUP_SIVRISI
70285.0,1038.973,397.2996,227.0837,71505.0,299.1482,0.8206,0.9829,0.6928,0.8182,1.7496,0.753,CERCEVELIK
74397.0,1061.215,411.3549,231.0605,75355.0,307.7746,0.8273,0.9873,0.7311,0.8302,1.7803,0.7482,CERCEVELIK
85367.0,1174.699,482.7527,226.2081,86210.0,329.6857,0.8834,0.9902,0.688,0.7774,2.1341,0.6829,URGUP_SIVRISI
79451.0,1084.958,424.1414,239.3025,80278.0,318.0568,0.8256,0.9897,0.7564,0.8482,1.7724,0.7499,CERCEVELIK
77358.0,1147.854,488.9031,201.6832,78007.0,313.8396,0.9109,0.9917,0.6538,0.7378,2.4241,0.6419,URGUP_SIVRISI
104814.0,1247.831,470.9968,284.5436,105956.0,365.3126,0.7969,0.9892,0.733,0.8459,1.6553,0.7756,CERCEVELIK
92886.0,1169.566,451.4888,263.746,93946.0,343.8984,0.8116,0.9887,0.7236,0.8533,1.7118,0.7617,CERCEVELIK
78846.0,1161.774,496.1706,203.1378,79549.0,316.8436,0.9123,0.9912,0.772,0.7341,2.4425,0.6386,URGUP_SIVRISI
82826.0,1178.495,491.6711,215.7218,83554.0,324.742,0.8986,0.9913,0.6472,0.7494,2.2792,0.6605,URGUP_SIVRISI
104732.0,1305.931,544.9057,245.719,105514.0,365.1697,0.8926,0.9926,0.7251,0.7717,2.2176,0.6702,URGUP_SIVRISI
74188.0,1139.758,471.4994,203.9162,75631.0,307.342,0.9016,0.9809,0.6026,0.7177,2.3122,0.6518,CERCEVELIK
78124.0,1098.835,434.8142,229.3574,78963.0,315.3895,0.8496,0.9894,0.7077,0.8131,1.8958,0.7253,CERCEVELIK
90489.0,1180.429,468.9082,247.2828,91352.0,339.4321,0.8496,0.9906,0.7195,0.8161,1.8962,0.7239,CERCEVELIK
88939.0,1228.135,487.287,235.4554,90454.0,336.5125,0.8755,0.9833,0.5532,0.741,2.0696,0.6906,URGUP_SIVRISI
